Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects,Candidate_Profile
astronomer data scientist,cape town western cape south africa,south africa,unknown,senior scientist data scientist head instrumentation postdoctoral research associate postdoctoral researcher research scientist chief operating officer salt astronomer research affiliate research assistant,lowell observatory planetary science institute cloud fundis massachusetts institute technology south african astronomical observatory university colorado southern african large telescope salt,28,university colorado boulder usb united state air force academy denison university university colorado boulder united state air force academy,doctor philosophy phd astrophysical planetary atmospheric science certificate nqf level executive development national research foundation management development programme director award top student bachelor science major physic mathematics minor astronomy graduated cum laude honor program master science astrophysical planetary atmospheric science,unknown,unknown,unknown,astronomer data scientist senior scientist data scientist head instrumentation postdoctoral research associate postdoctoral researcher research scientist chief operating officer salt astronomer research affiliate research assistant lowell observatory planetary science institute cloud fundis massachusetts institute technology south african astronomical observatory university colorado southern african large telescope salt university colorado boulder usb united state air force academy denison university university colorado boulder united state air force academy doctor philosophy phd astrophysical planetary atmospheric science certificate nqf level executive development national research foundation management development programme director award top student bachelor science major physic mathematics minor astronomy graduated cum laude honor program master science astrophysical planetary atmospheric science unknown unknown unknown
senior data analyst ringier south africa,city cape town western cape south africa,south africa,unknown,value chain analyst data scientist data analyst senior data analyst trainee manager supply chain graduate programme small format business analyst,shoprite group company shopritex quantium ringier south africa,7,udemy stellenbosch university stellenbosch university udemy,ultimate mysql bootcamp bachelor commerce bcom logistics quantitative management cum laude bcom hons quantitative management cum laude data science course,unknown,deep dive building first pipeline deep dive data analysis contour speedrun first aip workflow ibm professional certificate data science deep dive building first application deep dive data analysis quiver foundry aip builder foundation,unknown,senior data analyst ringier south africa value chain analyst data scientist data analyst senior data analyst trainee manager supply chain graduate programme small format business analyst shoprite group company shopritex quantium ringier south africa udemy stellenbosch university stellenbosch university udemy ultimate mysql bootcamp bachelor commerce bcom logistics quantitative management cum laude bcom hons quantitative management cum laude data science course unknown deep dive building first pipeline deep dive data analysis contour speedrun first aip workflow ibm professional certificate data science deep dive building first application deep dive data analysis quiver foundry aip builder foundation unknown
senior analyst engineer uber eats,city cape town western cape south africa,south africa,unknown,data analyst operation logistics manager data analytics teaching assistant junior engineer data scientist consultant business analyst intern senior data analyst operation logistics manager data science teaching assistant data analyst assessor uct data analysis course exposure year programme house committee member industrial engineering intern data science intern consultant business analyst,eendrag manskoshuis men residence bdo south africa getsmarter bmgi south africa uber cortex logic ixperience bdo anglo platinum,9,stanford university stellenbosch university oakdale agricultural high school radical mathematics science launchpad coaching,course machine learning statistical pattern recognition tertiary level bachelor degree industrial engineering tertiary level high school secondary level certificate pre calculus calculus engineering physic applied calculus engineering tertiary level course young professional business training,unknown,ibm sql data science machine learning stanford university,unknown,senior analyst engineer uber eats data analyst operation logistics manager data analytics teaching assistant junior engineer data scientist consultant business analyst intern senior data analyst operation logistics manager data science teaching assistant data analyst assessor uct data analysis course exposure year programme house committee member industrial engineering intern data science intern consultant business analyst eendrag manskoshuis men residence bdo south africa getsmarter bmgi south africa uber cortex logic ixperience bdo anglo platinum stanford university stellenbosch university oakdale agricultural high school radical mathematics science launchpad coaching course machine learning statistical pattern recognition tertiary level bachelor degree industrial engineering tertiary level high school secondary level certificate pre calculus calculus engineering physic applied calculus engineering tertiary level course young professional business training unknown ibm sql data science machine learning stanford university unknown
quantitative analyst fnb south africa,city cape town western cape south africa,south africa,unknown,fraud operation agent quantitative analyst data scientist poker analyst return analyst leader return analyst risk analyst brand performance specialist risk operator risk outbound support agent quantitative analyst data scientist risk consultant payspark support agent,direct axis fnb south africa mercantrade datacash pokerstars forwardslash rational group,24,unknown,unknown,unknown,unknown,unknown,quantitative analyst fnb south africa fraud operation agent quantitative analyst data scientist poker analyst return analyst leader return analyst risk analyst brand performance specialist risk operator risk outbound support agent quantitative analyst data scientist risk consultant payspark support agent direct axis fnb south africa mercantrade datacash pokerstars forwardslash rational group unknown unknown unknown unknown unknown
head data analytics nimble group pty ltd,city cape town western cape south africa,south africa,financial service,senior data scientist head data analytics senior manager ict business optimisation special project,nimble group pty ltd safcol,12,stellenbosch stellenbosch stellenbosch stellenbosch stellenbosch,bsc computer science mathematics applied mathematics hons bsc applied mathematics applied mathematics bsc computer science,business process improvement business strategy system analysis planning sdlc predictive analytics optimization management business process data analytics credit industry business intelligence management management consulting optimization strategy analysis forecasting strategic planning operation research predictive modeling business analysis,unknown,unknown,head data analytics nimble group pty ltd senior data scientist head data analytics senior manager ict business optimisation special project nimble group pty ltd safcol stellenbosch stellenbosch stellenbosch stellenbosch stellenbosch bsc computer science mathematics applied mathematics hons bsc applied mathematics applied mathematics bsc computer science business process improvement business strategy system analysis planning sdlc predictive analytics optimization management business process data analytics credit industry business intelligence management management consulting optimization strategy analysis forecasting strategic planning operation research predictive modeling business analysis unknown unknown
head data science strategy director linkedin top voice loyalty program,cape town western cape south africa,south africa,financial service,senior data scientist senior analyst independent data science consultant tsebo actuary statistic tutor student representative council election assistant senior analyst actuarial operational actuarial analyst senior data scientist consultant data science strategy director study abroad orientation leader front desk assistant founder,munro consulting actuary alumnus valley indpendent actuary consultant blue label telecom made afriqa digioutsource blunova independent actuary consultant pty ltd university cape town tsebo actuary achievement award group,16,university cape town university cape town university cape town university cape town,bachelor commerce bcom economics statistic bachelor commerce honour statistic master degree dept statistical science operational research passed passed master degree operational research passed,biochemistry teamwork operational risk management pcr data analysis cell culture latex microsoft word statistic public speaking microsoft office spss molecular biology microsoft excel c++ science teaching powerpoint stata matlab research qualitative research programming economics,becoming changemaker introduction social innovation honor introduction tensorflow artificial intelligence machine learning deep learning programming data science real exercise machine learning microsoft certified azure data scientist associate executive data science capstone python basic university michigan database sql data science crash course data science data science real life executive data science specialization becoming changemaker introduction social innovation honor complete python bootcamp zero hero python building data science managing data analysis machine learning,guest speaker uct statistical science seminar,head data science strategy director linkedin top voice loyalty program senior data scientist senior analyst independent data science consultant tsebo actuary statistic tutor student representative council election assistant senior analyst actuarial operational actuarial analyst senior data scientist consultant data science strategy director study abroad orientation leader front desk assistant founder munro consulting actuary alumnus valley indpendent actuary consultant blue label telecom made afriqa digioutsource blunova independent actuary consultant pty ltd university cape town tsebo actuary achievement award group university cape town university cape town university cape town university cape town bachelor commerce bcom economics statistic bachelor commerce honour statistic master degree dept statistical science operational research passed passed master degree operational research passed biochemistry teamwork operational risk management pcr data analysis cell culture latex microsoft word statistic public speaking microsoft office spss molecular biology microsoft excel c++ science teaching powerpoint stata matlab research qualitative research programming economics becoming changemaker introduction social innovation honor introduction tensorflow artificial intelligence machine learning deep learning programming data science real exercise machine learning microsoft certified azure data scientist associate executive data science capstone python basic university michigan database sql data science crash course data science data science real life executive data science specialization becoming changemaker introduction social innovation honor complete python bootcamp zero hero python building data science managing data analysis machine learning guest speaker uct statistical science seminar
data engineer betterbusiness gmbh,city cape town western cape south africa,south africa,unknown,junior operation analyst data engineer project analyst junior data scientist project data analyst operation analyst junior analytics engineer academic tutor analytics engineer,betterbusiness gmbh valenture institute dataorbis university cape town,7,bishop diocesan college university cape town,national senior certificate bachelor business science honour economics,unknown,dbt fundamental intermediate postgresql python access web data version control git python data structure database python hand essential data warehouse aws cloud practitioner essential,unknown,data engineer betterbusiness gmbh junior operation analyst data engineer project analyst junior data scientist project data analyst operation analyst junior analytics engineer academic tutor analytics engineer betterbusiness gmbh valenture institute dataorbis university cape town bishop diocesan college university cape town national senior certificate bachelor business science honour economics unknown dbt fundamental intermediate postgresql python access web data version control git python data structure database python hand essential data warehouse aws cloud practitioner essential unknown
senior machine learning engineer lifecheq,city cape town western cape south africa,south africa,information technology service,data scientist mathematics tutor senior machine learning engineer intern,university cape town dataprophet aerobotics kubevisor gmbh lifecheq,10,university cape town university cape town,master mathematics bachelor degree honour mathematics,unknown,unknown,unknown,senior machine learning engineer lifecheq data scientist mathematics tutor senior machine learning engineer intern university cape town dataprophet aerobotics kubevisor gmbh lifecheq university cape town university cape town master mathematics bachelor degree honour mathematics unknown unknown unknown
data analyst,city cape town western cape south africa,south africa,management consulting,intern usher volunteer environmental officer intern pollution basic production graduate training salesperson environmental consultant data scientist intern junior environmental scientist,department environmental affair development planning petrosa environmental partnership aecom milady vodacom cup challenge erm environmental resource management bcx,18,university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland,bachelor science bsc honour geology earth science general bachelor science bsc geology earth science general master degree geology earth science general,environmental impact assessment oil gas environmental remediation environmental awareness data analysis petroleum microsoft office geophysics earth science geoframe geological mapping petrophysics petroleum geology petrel field mapping pollution prevention structural geology geology interactive petrophysics research core logging logging,basic physic water thirsty world golden key international honour society member climate change principle management marine antarctic science petrel fundamental excel level mining engineering offshore survival geospatial intelligence geospatial revolution mooc oil gas exploration distribution,unknown,data analyst intern usher volunteer environmental officer intern pollution basic production graduate training salesperson environmental consultant data scientist intern junior environmental scientist department environmental affair development planning petrosa environmental partnership aecom milady vodacom cup challenge erm environmental resource management bcx university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland bachelor science bsc honour geology earth science general bachelor science bsc geology earth science general master degree geology earth science general environmental impact assessment oil gas environmental remediation environmental awareness data analysis petroleum microsoft office geophysics earth science geoframe geological mapping petrophysics petroleum geology petrel field mapping pollution prevention structural geology geology interactive petrophysics research core logging logging basic physic water thirsty world golden key international honour society member climate change principle management marine antarctic science petrel fundamental excel level mining engineering offshore survival geospatial intelligence geospatial revolution mooc oil gas exploration distribution unknown
data scientist old mutual pursuing master computer science uct,cape town western cape south africa,south africa,unknown,trainee data scientist retail salesperson computer science tutor,old mutual limited university cape town servisure,3,george grammar school university cape town university cape town university cape town,national senior certificate bachelor science computer science bachelor degree computer science master science computer science,unknown,unknown,unknown,data scientist old mutual pursuing master computer science uct trainee data scientist retail salesperson computer science tutor old mutual limited university cape town servisure george grammar school university cape town university cape town university cape town national senior certificate bachelor science computer science bachelor degree computer science master science computer science unknown unknown unknown
data scientist capitec bank,city cape town western cape south africa,south africa,financial service,business analyst data scientist learn swim coach head swim coach business planning analyst financial quantitative analyst senior business intelligence analyst business intelligence analyst,capitec entersekt capitec bank rustenburg girl high school rustenburg girl school headstart swim school riskcafé,13,herschel girl high school university pretoria universiteit van pretoria university pretoria universiteit van pretoria stellenbosch university universiteit stellenbosch herschel girl high school,bachelor science bsc mathematical statistic probability bschonours financial engineering mcomm financial risk management,marketing strategy microsoft office social medium microsoft excel,aws certified cloud practitioner advanced kanban management professional advanced kmp aws cloud quest cloud practitioner certified scrum product owner cspo,unknown,data scientist capitec bank business analyst data scientist learn swim coach head swim coach business planning analyst financial quantitative analyst senior business intelligence analyst business intelligence analyst capitec entersekt capitec bank rustenburg girl high school rustenburg girl school headstart swim school riskcafé herschel girl high school university pretoria universiteit van pretoria university pretoria universiteit van pretoria stellenbosch university universiteit stellenbosch herschel girl high school bachelor science bsc mathematical statistic probability bschonours financial engineering mcomm financial risk management marketing strategy microsoft office social medium microsoft excel aws certified cloud practitioner advanced kanban management professional advanced kmp aws cloud quest cloud practitioner certified scrum product owner cspo unknown
machine learning data scientist independent consultant alg solution,city cape town western cape south africa,south africa,research,physicist algorithm developer data scientist machine learning data scientist independent consultant developer algorithm developer biomedical signal processing algorithm developer medical imaging physicist data scientist biomedical signal processing algorithm developer algorithm developer medical imaging developer web application,explore data science academy healthq technology itamar medical aposense jefferson lab sheba center advance medical technology streetcar com alg solution,28,tel aviv university israel,physic,data analysis physic experimentation material science optic numerical analysis python computational physic nuclear physic simulation signal processing c++ biomedical engineering science machine learning monte carlo simulation spectroscopy big data scientific computing matlab image processing mathematical modeling algorithm research development,unknown,unknown,machine learning data scientist independent consultant alg solution physicist algorithm developer data scientist machine learning data scientist independent consultant developer algorithm developer biomedical signal processing algorithm developer medical imaging physicist data scientist biomedical signal processing algorithm developer algorithm developer medical imaging developer web application explore data science academy healthq technology itamar medical aposense jefferson lab sheba center advance medical technology streetcar com alg solution tel aviv university israel physic data analysis physic experimentation material science optic numerical analysis python computational physic nuclear physic simulation signal processing c++ biomedical engineering science machine learning monte carlo simulation spectroscopy big data scientific computing matlab image processing mathematical modeling algorithm research development unknown unknown
data scientist data analyst rand mutual assurance,city cape town western cape south africa,south africa,unknown,data scientist data analyst data scientist data analyst customer solution analytics data analyst customer solution analytics astronomy tutor data scientist analyst physical science educator data science data analysis data science intern,sanlam anova health institute rakoko senior secondary school council scientific industrial research csir city cape town department health south african astronomical observatory khonology rand mutual assurance,10,north west university noordwes universiteit university cape town university western cape universiteit van wes kaapland esmt berlin university cape town,bachelor degree chemistry physic bsc honour astrophysics space science master science msc mathematical science financial mathematics certificate business management bachelor degree astronomy astrophysics,unknown,unknown,unknown,data scientist data analyst rand mutual assurance data scientist data analyst data scientist data analyst customer solution analytics data analyst customer solution analytics astronomy tutor data scientist analyst physical science educator data science data analysis data science intern sanlam anova health institute rakoko senior secondary school council scientific industrial research csir city cape town department health south african astronomical observatory khonology rand mutual assurance north west university noordwes universiteit university cape town university western cape universiteit van wes kaapland esmt berlin university cape town bachelor degree chemistry physic bsc honour astrophysics space science master science msc mathematical science financial mathematics certificate business management bachelor degree astronomy astrophysics unknown unknown unknown
data science product leader,city cape town western cape south africa,south africa,information technology service,internship research development senior data scientist data scientist analyst lead head product director data science,mjam pty ltd izwe riscura telkom xihluke consulting bcx tn,12,university cape town university cape town university cape town university cape town university cape town,bachelor degree economics finance bachelor commerce com hon statistic master degree mathematical statistic bachelor degree economics finance bachelor degree economics finance,accounting window data analysis teamwork bloomberg finance visual basic application vba quantitative analytics microsoft word economics photoshop public speaking statistic leadership data analytics microsoft office php leadership financial modeling financial analysis microsoft excel sql c++ quantitative research vba investment statistical modeling powerpoint codeigniter derivative data science valuation social medium research customer service mysql html jquery programming java nodejs english analysis time management,unknown,unknown,data science product leader internship research development senior data scientist data scientist analyst lead head product director data science mjam pty ltd izwe riscura telkom xihluke consulting bcx tn university cape town university cape town university cape town university cape town university cape town bachelor degree economics finance bachelor commerce com hon statistic master degree mathematical statistic bachelor degree economics finance bachelor degree economics finance accounting window data analysis teamwork bloomberg finance visual basic application vba quantitative analytics microsoft word economics photoshop public speaking statistic leadership data analytics microsoft office php leadership financial modeling financial analysis microsoft excel sql c++ quantitative research vba investment statistical modeling powerpoint codeigniter derivative data science valuation social medium research customer service mysql html jquery programming java nodejs english analysis time management unknown unknown
director sense technology,city cape town western cape south africa,south africa,industrial automation,sa consultant sa developer sa etl developer consultant advanced analytics developer web developer data processing programmer solution architect data scientist advanced analytics director senior business intelligence analyst technical sa support analyst,sense technology synovate pbt group british gas,21,cti education group cti education group technical high school drostdy technical high school drostdy cti computer training institute cti computer training institute cti computer training institute,diploma computer science iad international advanced diploma business management management diploma computer science iad international advanced diploma business management management iad international advanced diploma business management,data integration sql data analysis analytics xml php business intelligence data warehouse architecture access data modeling market research sql etl sql unix data warehousing data mining javascript database design sql server linux mysql html sa microsoft sql server telecommunication programming analysis,unknown,unknown,director sense technology sa consultant sa developer sa etl developer consultant advanced analytics developer web developer data processing programmer solution architect data scientist advanced analytics director senior business intelligence analyst technical sa support analyst sense technology synovate pbt group british gas cti education group cti education group technical high school drostdy technical high school drostdy cti computer training institute cti computer training institute cti computer training institute diploma computer science iad international advanced diploma business management management diploma computer science iad international advanced diploma business management management iad international advanced diploma business management data integration sql data analysis analytics xml php business intelligence data warehouse architecture access data modeling market research sql etl sql unix data warehousing data mining javascript database design sql server linux mysql html sa microsoft sql server telecommunication programming analysis unknown unknown
unknown,city cape town western cape south africa,south africa,telecommunication,senior data scientist advanced analytics modelling customer analytics insight cvm senior manager advanced analytics big data lead statistical analyst decision scientist senior advanced analytics modelling specialist advanced analytics optimisation senior manager tutor part time data analysis management head mentor part time big data social analytics senior specialist advanced modelling current customer analytics insight cvm manager senior advanced analytics optimisation manager senior lecturing senior officer customer analytics insight cvm manager mentor part time data analysis management advanced analytics optimisation manager senior consultant data scientist data analyst statistical analyst data analyst general control auditor principal statistical analyst officer computer literacy module coordinator decision scientist statistical analysis modelling advanced analytics big data lead current principal data scientist statistical analyst senior data scientist statistical modelling analytics,irvin johnson ernst young getsmarter university western cape woolworth catalytiq pty ltd vodacom rcs,17,university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland fairbairn college,bachelor science bsc computer science computer science bachelor degree hons structured statistic statistic master degree statistic matric exemption,unknown,unknown,unknown,unknown senior data scientist advanced analytics modelling customer analytics insight cvm senior manager advanced analytics big data lead statistical analyst decision scientist senior advanced analytics modelling specialist advanced analytics optimisation senior manager tutor part time data analysis management head mentor part time big data social analytics senior specialist advanced modelling current customer analytics insight cvm manager senior advanced analytics optimisation manager senior lecturing senior officer customer analytics insight cvm manager mentor part time data analysis management advanced analytics optimisation manager senior consultant data scientist data analyst statistical analyst data analyst general control auditor principal statistical analyst officer computer literacy module coordinator decision scientist statistical analysis modelling advanced analytics big data lead current principal data scientist statistical analyst senior data scientist statistical modelling analytics irvin johnson ernst young getsmarter university western cape woolworth catalytiq pty ltd vodacom rcs university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland university western cape universiteit van wes kaapland fairbairn college bachelor science bsc computer science computer science bachelor degree hons structured statistic statistic master degree statistic matric exemption unknown unknown unknown
data scientist meng electronic,cape town western cape south africa,south africa,unknown,student researcher associate data scientist,stellenbosch university medium lab advanceguidance,2,stellenbosch university stellenbosch university stellenberg high school north west university noordwes universiteit stellenbosch university,bachelor engineering electrical electronic engineering average master engineering meng electronic engineering distinction average bachelor engineering computer electronics engineering average distinction bachelor engineering electrical electronics engineering,unknown,unknown,unknown,data scientist meng electronic student researcher associate data scientist stellenbosch university medium lab advanceguidance stellenbosch university stellenbosch university stellenberg high school north west university noordwes universiteit stellenbosch university bachelor engineering electrical electronic engineering average master engineering meng electronic engineering distinction average bachelor engineering computer electronics engineering average distinction bachelor engineering electrical electronics engineering unknown unknown unknown
msc uct data scientist data analyst quantitative research scientist,cape town western cape south africa,south africa,unknown,quantitative scientist data scientist quantitative biologist database manager data scientist student research scientist science editor research scientist conservation student field assistant,bay world centre research education antarctic southern ocean coalition department forestry fishery environment dffe honeyguide research university western cape cnrs hwange ltsers imvelo blue environment consultancy,9,national university science technology national university science technology university cape town,forest resource wildlife management conservation biology forest resource wildlife management conservation biology master science msc conservation biology,unknown,ibm data science professional certificate bcg data science job simulation data visualization python data analysis python machine learning python honor database sql data science python python data science development,bcg forage junior data scientist simulation bcg forage junior data scientist ibm data analyst capstone,msc uct data scientist data analyst quantitative research scientist quantitative scientist data scientist quantitative biologist database manager data scientist student research scientist science editor research scientist conservation student field assistant bay world centre research education antarctic southern ocean coalition department forestry fishery environment dffe honeyguide research university western cape cnrs hwange ltsers imvelo blue environment consultancy national university science technology national university science technology university cape town forest resource wildlife management conservation biology forest resource wildlife management conservation biology master science msc conservation biology unknown ibm data science professional certificate bcg data science job simulation data visualization python data analysis python machine learning python honor database sql data science python python data science development bcg forage junior data scientist simulation bcg forage junior data scientist ibm data analyst capstone
god child author entrepreneur impact speaker hackathon extraordinaire,city cape town western cape south africa,south africa,unknown,software developer tester freelance research assistant data scientist research assistant academic tutor data science intern founder,university johannesburg explore data science academy joburg centre software engineering jcse university witwatersrand zazi inc telkom public affair research institute,16,university johannesburg,software engineer computer software engineering,unknown,unknown,expo africa zindi pothole detection hackathon launchpad zindi uber hackathon,god child author entrepreneur impact speaker hackathon extraordinaire software developer tester freelance research assistant data scientist research assistant academic tutor data science intern founder university johannesburg explore data science academy joburg centre software engineering jcse university witwatersrand zazi inc telkom public affair research institute university johannesburg software engineer computer software engineering unknown unknown expo africa zindi pothole detection hackathon launchpad zindi uber hackathon
technical lead data scientist sand technology microsoft certified data scientist,cape town western cape south africa,south africa,unknown,technical lead data science men football coach data scientist instructor men football coach physic mathematics tutor tech lead data scientist junior data scientist men football coach physic tutor laboratory demonstrator physic tutor boy football coach physic chemistry mathematics tutor genius instructor tech lead data science data science mentor,genius premium tuition exploreai topmate explore tutor academic service university cape town sand technology george grammar school,7,university cape town university cape town university cape town university cape town university cape town university cape town university cape town george grammar school,master science msc physic bachelor science bsc physic applied mathematics bachelor science honour physic master science msc physic bachelor science bsc physic applied mathematics bachelor science honour physic master science msc physic national senior certificate matric distinction,unknown,microsoft certified azure fundamental google cloud big data machine learning fundamental coaching license microsoft certified azure data scientist associate introduction generative level coaching game microsoft certified azure fundamental microsoft certified power data analyst associate,unknown,technical lead data scientist sand technology microsoft certified data scientist technical lead data science men football coach data scientist instructor men football coach physic mathematics tutor tech lead data scientist junior data scientist men football coach physic tutor laboratory demonstrator physic tutor boy football coach physic chemistry mathematics tutor genius instructor tech lead data science data science mentor genius premium tuition exploreai topmate explore tutor academic service university cape town sand technology george grammar school university cape town university cape town university cape town university cape town university cape town university cape town university cape town george grammar school master science msc physic bachelor science bsc physic applied mathematics bachelor science honour physic master science msc physic bachelor science bsc physic applied mathematics bachelor science honour physic master science msc physic national senior certificate matric distinction unknown microsoft certified azure fundamental google cloud big data machine learning fundamental coaching license microsoft certified azure data scientist associate introduction generative level coaching game microsoft certified azure fundamental microsoft certified power data analyst associate unknown
research engineer instadeep msc candidate uct,city cape town western cape south africa,south africa,unknown,research engineer technological evangelist research engineer quantative exploration programme delegate research engineer junior research engineer founder leadership tutor data scientist intern academic tutor,kardia praelexis instadeep ltd youth mission teach nedbank,13,university cape town university cape town university cape town,bsc honour applied mathematics master science msc artificial intelligence bsc astrophysics applied mathematics distinction,unknown,certified member leadership intermediate machine learning repurposing business intro machine learning python,unknown,research engineer instadeep msc candidate uct research engineer technological evangelist research engineer quantative exploration programme delegate research engineer junior research engineer founder leadership tutor data scientist intern academic tutor kardia praelexis instadeep ltd youth mission teach nedbank university cape town university cape town university cape town bsc honour applied mathematics master science msc artificial intelligence bsc astrophysics applied mathematics distinction unknown certified member leadership intermediate machine learning repurposing business intro machine learning python unknown
data scientist fnb meng data science,city cape town western cape south africa,south africa,mechanical industrial engineering,data scientist product design engineer internship engineer promoter junior design engineer design engineer junior engineer,kwaka fnb south africa marine living quarter fair cape dairy aluref mahesh khoosal associate blue chilli promotion faircape dairy skeg product development,12,northwood high school stellenbosch university stellenbosch university stellenbosch university stellenbosch university stellenbosch university stellenbosch university universiteit stellenbosch,matriculated master engineering meng industrial engineering focus data science cum laude bachelor engineering beng mechanical engineering master engineering meng industrial engineering focus data science master engineering meng industrial engineering bachelor engineering eng mechanical engineering bachelor engineering eng mechanical engineering,engineering microsoft office strategic planning matlab research powerpoint microsoft word customer service management autocad solidworks management leadership pro engineer,youth leadership program mckinsey forward program sql data science fssc version workshop,structural stimulation building thermal rock bed,data scientist fnb meng data science data scientist product design engineer internship engineer promoter junior design engineer design engineer junior engineer kwaka fnb south africa marine living quarter fair cape dairy aluref mahesh khoosal associate blue chilli promotion faircape dairy skeg product development northwood high school stellenbosch university stellenbosch university stellenbosch university stellenbosch university stellenbosch university stellenbosch university universiteit stellenbosch matriculated master engineering meng industrial engineering focus data science cum laude bachelor engineering beng mechanical engineering master engineering meng industrial engineering focus data science master engineering meng industrial engineering bachelor engineering eng mechanical engineering bachelor engineering eng mechanical engineering engineering microsoft office strategic planning matlab research powerpoint microsoft word customer service management autocad solidworks management leadership pro engineer youth leadership program mckinsey forward program sql data science fssc version workshop structural stimulation building thermal rock bed
senior machine learning engineer causal inference generative,city cape town western cape south africa,south africa,unknown,phd candidate postdoctoral research fellow machine learning engineer data scientist lead student research assistant msc student senior machine learning engineer,incubate bio derivco stellenbosch university department process engineering incubate bio stellenbosch university university stellenbosch,12,stellenbosch university universiteit stellenbosch stellenbosch university,bsc mathematical science biomathematics bioinformatics computational biology doctor philosophy phd biochemistry,unknown,unknown,unknown,senior machine learning engineer causal inference generative phd candidate postdoctoral research fellow machine learning engineer data scientist lead student research assistant msc student senior machine learning engineer incubate bio derivco stellenbosch university department process engineering incubate bio stellenbosch university university stellenbosch stellenbosch university universiteit stellenbosch stellenbosch university bsc mathematical science biomathematics bioinformatics computational biology doctor philosophy phd biochemistry unknown unknown unknown
data intelligence agrigateone,cape town western cape south africa,south africa,unknown,operation researcher founder head intelligence ceo founder python developer head intelligence founder product owner ceo summer school student founder head intelligence product owner lead ceo founder doctoral researcher data science lead founder frontend developer research supervisor founder developer founder data science lead founder developer head intelligence marketing data science lead master student data intelligence agrigateone phd student founder teaching assistant data engineer developer data scientist research lead founder product manager head design phd student final year founder python developer founder developer head intelligence,university stellenbosch cape agrigateone jönköping university cape formerly cape town industrial engineering stellenbosch university stellenbosch university knowledgemarker,9,stellenbosch university stellenbosch university stellenbosch university,bachelor industrial engineering master degree upgraded phd industrial engineering phd industrial engineering behavioral operation research,unknown,unknown,unknown,data intelligence agrigateone operation researcher founder head intelligence ceo founder python developer head intelligence founder product owner ceo summer school student founder head intelligence product owner lead ceo founder doctoral researcher data science lead founder frontend developer research supervisor founder developer founder data science lead founder developer head intelligence marketing data science lead master student data intelligence agrigateone phd student founder teaching assistant data engineer developer data scientist research lead founder product manager head design phd student final year founder python developer founder developer head intelligence university stellenbosch cape agrigateone jönköping university cape formerly cape town industrial engineering stellenbosch university stellenbosch university knowledgemarker stellenbosch university stellenbosch university stellenbosch university bachelor industrial engineering master degree upgraded phd industrial engineering phd industrial engineering behavioral operation research unknown unknown unknown
head data,city cape town western cape south africa,south africa,financial service,metallurgist amzim gold data scientist content developer head tutor mit big data social analytics certificate course post doctoral research fellow senior researcher data science analytics machine learning head data engineer remote monitoring diagnostics engineer,jumo world intelligent platform impact com tyme luno automation control getsmarter anglo american stellenbosch university,26,university zimbabwe stellenbosch university universiteit stellenbosch university stellenbosch kambuzuma high school prince edward school kambuzuma high school prince edward school,bachelor science engineering honour metallurgical engineering class master science engineering msceng extractive metallurgical engineering cum laude doctor philosophy phd chemical engineering,unknown,creative thinking problem solving technique essential training leadership jeff weiner devops data scientist data science foundation data engineering mobile app analytics developer critical thinking understanding business learning data science agile methodology deep learning specialization leading value becoming product manager,unknown,head data metallurgist amzim gold data scientist content developer head tutor mit big data social analytics certificate course post doctoral research fellow senior researcher data science analytics machine learning head data engineer remote monitoring diagnostics engineer jumo world intelligent platform impact com tyme luno automation control getsmarter anglo american stellenbosch university university zimbabwe stellenbosch university universiteit stellenbosch university stellenbosch kambuzuma high school prince edward school kambuzuma high school prince edward school bachelor science engineering honour metallurgical engineering class master science engineering msceng extractive metallurgical engineering cum laude doctor philosophy phd chemical engineering unknown creative thinking problem solving technique essential training leadership jeff weiner devops data scientist data science foundation data engineering mobile app analytics developer critical thinking understanding business learning data science agile methodology deep learning specialization leading value becoming product manager unknown
