Headline/Title,City,Country,Industry,Roles,Companies_Worked_At,Total_Years_Experience,Educational_Institutions,Qualifications,Skills,Certifications,Projects
Data Scientist,"Cape Town, Western Cape, South Africa",South Africa,Telecommunications,"Training Team Lead, Operations Administrator, Machine Learning Engineer, Data Scientist, Junior Data Scientist, Software-training Team-lead, Software Training Team Lead, Student Tutor, Trainee Data Scientist","The Shoprite Group of Companies, izwe.ai, Capitec Bank, Explore Data Science Academy, Enlabeler, University of the Witwatersrand, Telkom Strategic Insights, Telkom, ERS Biometrics (Pty) Ltd, Signapps, BCX, PTC Retail 25cc",11,"University of Cape Town, University of the Witwatersrand, University of Cape Town, University of Cape Town, University of Cape Town, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika, University of the Witwatersrand, University of the Witwatersrand, Milpark Education, Benoni High School, University of the Witwatersrand, University of the Witwatersrand, Milpark College","BCom Honours, Management Information Systems, Bachelor of Commerce (BCom), Management Information Systems, BCom Honours, Management Information Systems, BCom Honors, Management Information Systems, BCom Honors, Management Information Systems, Bachelor of Science - BS, Applied Mathematics and Computer Sciences, Bachelor of Science - BS, Applied Mathematics and Computer Sciences, Bachelor of Commerce (BCom), Management Information Systems, Bachelor of Commerce (BCom), Management Information Systems, General, Higher Certificate in Financial Planning, Financial Planning and Services, Matric, Bachelor of Engineering (B.Eng.), Mechanical Engineering/Mechanical Technology/Technician, Bachelor of Commerce (BCom), Management Information Systems, General, 3rd year, Higher Certificate in Financial Planning, Financial Planning and Services","business analysis, administration, microsoft office, process improvement, business intelligence, research, powerpoint, project management, microsoft excel, sql, financial planning, microsoft word, modern portfolio theory, investments","Duolingo French Fluency: Beginner (Estimated), Build Your Own Chatbot, Golden Key International Honour Society, AWS Academy Graduate - AWS Academy Cloud Foundations, Duolingo German Fluency: Beginner (Estimated)",
Cloud Support Engineer at AWS,"City of Cape Town, Western Cape, South Africa",South Africa,Marketing & Advertising,"Cloud Support Engineer, Data Scientist, BI Developer, Statistical Analyst, Junior Data Scientist, BI Analyst","Effective Intelligence, Amazon Web Services (AWS), Lulalend, OLX Group",9,"Paul Roos Gimnasium/Gymnasium, Stellenbosch University, Stellenbosch University/Universiteit Stellenbosch, Paul Roos Gimnasium/Gymnasium, Stellenbosch University/Universiteit Stellenbosch, Paul Roos Gimnasium/Gymnasium, Stellenbosch University/Universiteit Stellenbosch, Paul Roos Gymnasium","-, Bachelor of Engineering - BE, Industrial Engineering, Master of Engineering - MEng, Industrial Engineering, Bachelor of Engineering (B.Eng.), Industrial Engineering, Bachelor of Engineering (B.Eng.), Industrial Engineering","databases, mongodb, python, sql, process improvement, mondrian, mathematical modeling, angularjs, machine learning, data analysis, microstrategy, javascript, project management, jquery, r, pentaho, statistics","Google Cloud Platform Big Data and Machine Learning Fundamentals, Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform, National Senior Certificate, Hadoop 101, M.Eng Industrial, M001: MongoDB Basics, Matric, SageMaker Subject Matter Expert, B.Eng Industrial, Pentaho Data Integration",
Data Scientists at TFG,"Cape Town, Western Cape, South Africa",South Africa,,"Junior Credit Risk Analyst, Data Scientist","HomeChoice, TFG (The Foschini Group)",3,"North-West University / Noordwes-Universiteit, North-West University / Noordwes-Universiteit, Parys High School","Bachelors Degree in BSc. Quantitative Risk Management, quantitative risk management, Bachelors Degree, Honours degree in BSc. Quantitative Risk Management, Quantitative Risk Management, Honours, National Senior Certificate, Matric, 72%",,,
Geological Data Scientist at RES | MSc Geology and GIS (Ohio University),"City of Cape Town, Western Cape, South Africa",South Africa,,"Teaching and Research Assistant, Geological Data Scientist","Ohio University, Remote Exploration Services (RES)",3,"Stellenbosch University, Ohio University, DURBAN GIRLS'​ COLLEGE, Stellenbosch University, Ohio University","BA Bachelor's Degree (Honors), Geographical and Environmental Science, Graduate Certificate, GIS, GPA 3.7, High School Diploma, Bachelor's Degree (Honors), Geographical and Environmental Science, Master of Science - MS, Geology, GPA 3.7",,"Master of Science, Graduate Geographic Information Science Certificate","Examining Trends in Residential Fires in Low Income Communities in the City of Cape Town, South Africa., Surficial Geology and Stratigraphy of a Late Pleistocene Lake Deposit in the Buckeye Creek Watershed, WV, USA., Twinstreams Dune Forest Rehabilitation, Zinkwazi, KZN, South Africa."
Cloud Support Engineer  at Amazon Web Services (AWS),"City of Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Cloud Support Engineer, Cloud Support Associate, Data Scientist, Masters Student, Big Data Intern, Junior Big Data Engineer","University of the Western Cape, Amazon Web Services (AWS), Bytes Systems Integration, BITanium",9,"University of the Western Cape, University of Zululand, University of Cape Town, University of the Western Cape, University Of Zululand","Masters, Astronomy and Astrophysics, B, Bachelor's degree, Applied Mathematics and Statistics, B, Honors degree, Astrophysics, Masters, Astronomy and Astrophysics, B, Bachelor's degree, Applied Mathematics and Statistics","python, microsoft office, science, matlab, research, teaching, powerpoint, data analysis, physics, microsoft powerpoint, programming, latex, english, microsoft word, statistics","Lightbend Reactive Architecture: Advanced, Containers, K8s and Istio on IBM Cloud, Introduction to Big Data, Open Source tools for Data Science, IBM Demos Fundamentals, Introduction to Deep Learning, R Programming, Scala 101, Big Data - Capstone Project, Analyzing Big Data in R using Apache Spark, IBM Cloud Pak for Data V1.0 Business Analyst, Machine Learning with Apache SystemML, IBM Cloud Pak for Data V2.5.x Data Science, IBM Cloud Pak for Data V1.0 Data Science, IBM Data Science Experience Local V1.1, Reactive Architecture: CQRS & Event Sourcing, IBM Cloud Private for Data - Developer - 2018, IBM Cloud Pak for Data V2.5.x Data Scientist, Data Science with Scala, Hadoop Foundations - Level 1, Spark - Level 1, Container & Kubernetes Essentials with IBM Cloud, Deep Learning Fundamentals, IBM Cloud Pak for Data V1.0 Data Governance, IBM Cloud Pak for Data V2.5.x Essentials, Accelerating Deep Learning with GPU, Reactive Architecture: Reactive Microservices, Databases and SQL for Data Science, Spark - Level 2, IBM Cloud Pak for Data V2.5.x Data Access and Transformation, Reactive Architecture: Building Scalable Systems, MapReduce and YARN, IBM Cloud Pak for Data V1.0 Business Analysis, Getting started with Microservices with Istio and IBM Cloud Kubernetes Service, IBM Cloud Pak for Data V1.0 Administration, IBM Data Science Professional Certificate Specialization, IBM Cloud Private for Data Essentials 2018, Practical Machine Learning on H2O, Python for Data Science, IBM Cloud Pak for Data V1.0 Data Steward, Data Science Methodology, Node-red: Basics to Bots, Spark Fundamentals II, Machine Learning With Big Data, IBM Cloud Pak for Data V1.0 Data Engineer, IBM Cloud Private Installation and Configuration, Applied Data Science Capstone, Reactive Architecture: Domain Driven Design, Spark MLlib, Hadoop Programming - Level 1, Spark Fundamentals I, IBM Cloud Pak for Data V2.5.x Data Engineer, Scala Programming for Data Science - Level 1, Beyond the Basics: Istio and IBM Cloud Kubernetes Service, IBM Data Science Experience Local V1.1 Foundation, IBM Cloud Pak for Data V1.0 Administrator, Reactive Architecture Foundations, IBM Data Science Experience Local V1.1 Intermediate, Building Scalable Systems, Exploring Spark's GraphX, Introduction to Data Analytics for Business, IBM Cloud Pak for Data V1.0 Data Access and Transformation, IBM Blockchain Essentials V2, Spark Overview for Scala Analytics, Deep Learning, IBM Cloud Kubernetes Service, IBM Cloud Private for Data - 2018, IBM Cloud Private - Continuous Integration/Continuous Delivery Pipelines, IBM Cloud Private - Foundation Technology, Data Analysis with Python, Principles of Reactive Architecture, All Rounder Award, Blockchain Essentials, Most Valuable Player Award, IBM Blockchain Foundation Developer, Hadoop 101, Big Data Specialization, IBM Cloud Pak for Data V1.0 Data Scientist, Node-RED: basics to bots, Data Visualization with Python, Big Data Modeling and Management Systems, Machine Learning with Python, What is Data Science?, Simplifying data pipelines with Apache Kafka, Watson Studio Essentials, IBM Integrated Analytics System V1.0 Data Science, Deep Learning with TensorFlow, Big Data Integration and Processing, Python 101 for Data Science, Scala Programming for Data Science - Level 2, Reactive Architecture: Distributed Messaging Patterns, NoSQL and DBaaS 101",
Data Scientist • ML Engineer • Consultant at Deloitte,"City of Cape Town, Western Cape, South Africa",South Africa,,"Entrepreneur, Data Scientist, CEO / Founder, Co-Founder and Chief Data Officer, Alumni, Competitive Data Scientist, Consultant, Mechanical Engineering Vacation Work, Co-Founder, Graduate","Zindi, iLoveK, Deloitte, Explore Data Science Academy, CartShare, Healr.life, The Transformative Tech Lab, Sasol, Seedstars",7,"South Peninsula High School, Stellenbosch University, ExploreAI Academy, Stellenbosch University","-, B.Eng (incomplete), 2/4 years Mechanical Engineering, Data Science Qualification, Data Science, Mechanical Engineering",,"Improving Query Performance in SQL Server Statement of Accomplishment, Intermediate Python Statement of Accomplishment, AWS Certified Solutions Architect – Associate, Introduction to Natural Language Processing in Python Statement of Accomplishment, AWS Certified Cloud Practitioner, Joining Data with pandas Statement of Accomplishment, AWS Certified Machine Learning – Specialty, Functions for Manipulating Data in SQL Server Statement of Accomplishment, Unsupervised Learning in Python Statement of Accomplishment, Introduction to Linear Modeling in Python Statement of Accomplishment, Intermediate SQL Queries Statement of Accomplishment, Introduction to Relational Databases in SQL Statement of Accomplishment, Introduction to Data Visualization with Matplotlib Statement of Accomplishment, Introduction to Data Visualization with Plotly in Python Statement of Accomplishment, Data Manipulation with pandas Statement of Accomplishment, Machine Learning with Tree-Based Models in Python Statement of Accomplishment, SQL for Joining Data Statement of Accomplishment, Sentiment Analysis in Python Statement of Accomplishment, Intermediate Data Visualization with Seaborn Statement of Accomplishment, Introduction to Python Statement of Accomplishment","Absa Corporate Client Activity Forecasting Challenge (3RD PLACE), Climate Change Belief Analysis (NLP Classification) (1st Place Across Cohort) (Group Project), Turtle Recall: Conservation Challenge | Can you build a facial recognition model... for turtles?, Digital Africa Plantation Counting Challenge (3RD PLACE), Zindi User Behaviour Birthday Challenge (5TH PLACE), UmojaHack Africa 2022: African Snake Antivenom Binding Challenge (ADVANCED) (3RD PLACE), Next-Gen WiFi Throughput Prediction Challenge (10TH PLACE), Google Brain - Ventilator Pressure Prediction"
Big Data Cloud Engineer at Amazon Web Services,"Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Robotics Process Automation Engineer, Data Scientist, Big Data Cloud Engineer, FA (Financial Advisor)/Computer Engineer, Data Scientist & AI","Standard Bank South Africa, Standard Bank Group, Amazon Web Services (AWS), FMS Group Affiliate of Liberty, Passport360",9,"University of the Witwatersrand, University of KwaZulu-Natal / University of Natal, University of KwaZulu-Natal / University of Natal","Master of Science - MSc in Artificial Intelligence (Multi-Agent Reinforcement Learning), Computer Science, BSc Eng Degree in Engineering (Honors), Computer Engineering, BEng Degree in Engineering, Computer Engineering",,"AWS Certified Data Analytics – Specialty, AI for Medicine, Deep Learning, AWS Certified Solutions Architect – Professional, Industrial IoT on Google Cloud Platform, Professional Data Engineer",
Cloud Support Engineer at Amazon Web Services (AWS),"City of Cape Town, Western Cape, South Africa",South Africa,,"intern hydrologist, Hydrologist, Junior Data scientist, Tutor, Cloud Support Engineer (Big Data), Site Supervisor","azimo civil engineering, SAEON, The University of the Western Cape, Amazon Web Services (AWS), Umvoto Africa (Pty) Ltd",11,"University of the Western Cape/Universiteit van Wes-Kaapland, Udacity, The University of the Western Cape ","BSc (Hons), Environmental and Water Sciences (Cum Laude), Nanodegree, data analyst, BSc (MSc), Environmental and Water Sciences",,,
Data Science & Analytics | Creating actionable insights through data | Helping businesses make smarter decisions & drive growth,"City of Cape Town, Western Cape, South Africa",South Africa,,"Customer Service Team Lead, Lead Data Scientist, Operations","BackaBuddy, Optimi College, Tabaldi Education (Pty) Ltd",11,University of South Africa/Universiteit van Suid-Afrika,"Bachelor of Commerce - BCom, Supply Chain and Operations Management",,,
Junior Data Scientist,"City of Cape Town, Western Cape, South Africa",South Africa,,"Junior Data Scientist, Data Scientist","Matogen Applied Insights, TFG (The Foschini Group)",5,"Stellenbosch University, Stellenbosch University, Stellenbosch University","Bachelor of Engineering - BE, Electrical and Electronics Engineering, Master of Engineering - MEng, Machine Learning, Master of Engineering - MEng, Machine Learning",,,
Cloud Data Engineer I (Big Data),"Cape Town, Western Cape, South Africa",South Africa,,"Cloud Support Engineer I (Big Data), Data Scientist, Junior Data Scientist, Cloud Support Associate","Amazon Web Services (AWS), Absa Group",4,"Speccon, Tshwane University of Technology, Speccon, AWS Training & Certification, Aws Training&Certification, Think Tank ICT ACADEMY, AWS Educate","IT: System Support NQF 5, COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES, IT, Industrial Technology/Technician, IT: System Support NQF 5, Computer and Information Sciences and Support Services, -, CLOUD PRACTITIONER, AWS Cloud Practitioner Course, Cloud Computing, AWS Cloud Support Associate, Cloud Coumputing",,"Most Valuable Player Award, AWS Certified Cloud Practitioner",
Leading National Efforts in Measuring and Interpreting R&D Activity in South Africa,"City of Cape Town, Western Cape, South Africa",South Africa,Research,"Chief Research Specialist, Specialist: Statistical Methods and Applications, Data Scientist, Executive Director, Part-time Lecturer, Lecturer","Statistics South Africa, Human Sciences Research Council, Digital Rocket Scientists, University of the Western Cape, University of Cape Town",24,"University of Cape Town, Westridge Senior Secondary School","PhD, Senior Certificate","data quality, business process improvement, data collection, data analysis, physics, latex, quantitative analytics, statistics, numerical analysis, econometrics, university teaching, socio-economic analysis, applied mathematics, spss, quantitative research, time series analysis, report writing, science, statistical modeling, data mining, data science, r, stata, research, mathematical modeling, sas, business acumen, indicators, analysis, economics",,
"Senior Data Scientist with 30 years experience in Finance, Commerce, Internet Services, Academia and Gaming","Cape Town, Western Cape, South Africa",South Africa,,"Teaching Fellow, Senior Data Scientist, Derivatives Trader, Research Fellow, Director - IT Systems, Infrastructure & Logistics","Goldman Sachs, Non-Profit Organization, Saiko Sounds Ltd, University of Leeds",28,University of Leeds,"Master of Science - MS, Statistical Epidemiology, Distinction",,,
Data Scientist | Masters candidate (ML & AI),"Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist I, Student Assistant, Specialist: Analytics, Data Science Apprentice","The Shoprite Group of Companies, North-West University / Noordwes-Universiteit, TFG (The Foschini Group)",5,"Letsatsing Science Secondary School, North-West University / Noordwes-Universiteit, Stellenbosch University, North-West University / Noordwes-Universiteit, North-West University / Noordwes-Universiteit","Matric, Bachelor of Science - BSc, Mathematics and Statistics, Distinction, Master of Science - MS, Machine Learning and Artifical Intelligence, Bachelor of Science - BSc, Mathematics and Statistics, Bachelor of Commerce - BCom, Honours in Business Statistics",,,
Data Scientist| Research | Machine Learning,"Cape Town, Western Cape, South Africa",South Africa,Medical Practice,"Data Analytics Assistant, Statistical Analyst, Tuks Naledi Secretary, Data Scientist","Bastion & Flowe (PTY) LTD, Offernet, Freelance (Self employed), University of South Africa/Universiteit van Suid-Afrika, University of Pretoria/Universiteit van Pretoria",11,"University of Pretoria, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika, University of South Africa/Universiteit van Suid-Afrika, Christian Progressive College, university of Pretoria, Christian Progressive College","Bachelor's degree, Mathematical Statistics, Master of Science - MS, Statistics, BScHons, Statistics, Bachelor's degree, Mathematical Statistics, -",,CERTIFICATION EXAM: Affiliate and Partnerships Industry – Fundamentals,
Data Scientist | Machine Learning Engineer,"City of Cape Town, Western Cape, South Africa",South Africa,,"Machine Learning Engineer, Data Scientist, Iimbovane Environmental Facilitator, Secretary, Administrative Assistant, Social and Environmental Auditor, Antarctic and Sub-Antarctic Seabird Observer, Sub-Antarctic Field Researcher: Botanist, Intern, Python Lecturer, Researcher: Ph.D. Candidate, Data Science Intern","EucXylo, Agriscience Student Association, Praelexis, Department of Environmental Affairs (DEA), Cape Peninsula University of Technology, Greenpop, BirdLife South Africa, Antarctic Legacy of South Africa, Centre of Invasion Biology, Ecocert South Africa, Praelexis AI",11,"Tygerberg Highschool, Stellenbosch University, Stellenbosch University, USB, Explore Data Science Academy, Stellenbosch University","Matric National Certificate, cum laude, Bsc Conservation Ecology and Entomology, Msc Botany, Remote sensing of plants, cum laude (84), Business Management and Leadership certificate, Certificate in IT System Develpoment, Data Science, Doctor of Philosophy - PhD, Forestry",,"Agile Certified course, Intermediate Importing of Data in Python, Power Bi A-Z, AWS Certified Solutions Architect – Associate, Microsoft Certified: Azure Data Scientist Associate, Golden Key Honours Society, Intermediate Python, Unisa Grade 7 Flute, Python Data Science Toolbox (Part 2), Introduction to Shell, Introduction to Data Visualization in Python, Deutsh Sprach Diplom, Introduction to SQL, Statistical Thinking in Python (Part 2), Unisa Grade 5 Music Theory, Microsoft SQL from A to Z, AI Program wit Python Nanodegree, Cleaning Data in Python, Introduction to importing Data in Python, Python Data Science Toolbox (Part 1), AWS Certified Machine Learning - Specialty, Introduction to Python, Statistical Thinking in Python",Heart of a Traveller
Data Scientist| Quantitative Risk Analyst |BSc (Mathematical Sciences) (Applied Mathematics and Operations Research)| AI & ML Enthusiast|,"City of Cape Town, Western Cape, South Africa",South Africa,,"Graduate Student, Data Entry Specialist, Project Management, Data Scientist","Subcontractor construction company, Construction company, CAPACITI, None at this time",8,"Stellenbosch University, CENTRE OF SCIENCE AND TECHNOLOGY, COUSERA, COUSERA, Stellenbosch University","Bachelor's degree in Mathematical Sciences, BSc Applied Mathematics and Operations Research, (GRADE 12) National Senior Certificate, Artificial Intelligence, Prompt Engineering, Building AI Powered Chatbot, Certificate, Data Modeling/Warehousing and Database Administration, Bachelor's degree, BSc Applied Mathematics and Operations Research",,,
1st/2nd Line Service Desk Analyst,"City of Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist, Systems Analyst, 1st/2nd Service Desk Analyst, Voluntary Teaching, Junior Software Developer, Intern, Learnership","Old Mutual South Africa, Younglings Africa, 29forward, Sage, Capaciti, TFG (The Foschini Group), Emergent Energy",6,"Centre Of Science And Technology(COSAT), MasterGradeIT","High School/Secondary Diplomas and Certificates, 8-12, National Certificate : Information Technology : Systems Development, Information Technology, NQF5",,"Databases and SQL for Data Science, Data Science Orientation",
Professional Data Wizard and Number Scientist,"City of Cape Town, Western Cape, South Africa",South Africa,,"Facebook Mentorship Program Participant, Academic Tutor, Data Scientist, Website Developer","Facebook, Decimal Agency, Freelance, University of the Witwatersrand, TFG (The Foschini Group)",6,"University of the Witwatersrand, University of the Witwatersrand, University of the Witwatersrand, University of the Witwatersrand, Parktown Boys' High School, University of the Witwatersrand, Parktown Boys' High School, University of the Witwatersrand","Master of Science - MSc, Computer Science, Bachelor of Science - BSc, Computer Science, Cum Laude, Bachelor of Science with Honours - BScHons, Computer Science, Cum Laude, Bachelor of Science with Honours - BScHons, Computer Science, -, Bachelor of Science - BSc, Computer Science, Bachelor of Science - BS, Computer Science",,,"L8 Cafe Website, Lock Stock and Beer Website"
Business Intelligence Developer,"City of Cape Town, Western Cape, South Africa",South Africa,Outsourcing/Offshoring,"Service Manager: Analytics & Insights, Service Manager: Reporting & Product, Data Scientist, Technical Manager, Operations Manager, Team Leader, Data Analyst, Technical Trainer & Mentor, Customer Service Representative, Customer Service Manager, Business Intelligence Developer","Betway Group, Teleperformance, Digital Outsource Services (Pty) Ltd, DigiOutsource",22,"Udacity, Udacity, Moyo Business Advisory, Apsol Training, Apsol Training, Apsol Training, Apsol Training, Apsol Training, Apsol Training, Apsol Training, Apsol Training, Bromangymnasiet","Nanodegree, Business Analyst, Business Analyst Nanodegree, Predictive Analytics, Certificate, Tableau Desktop Combination Course, Certificate, Microsoft Excel 2013 Advanced, Certificate, Microsoft Excel 2013 Power User, Certificate, Microsoft Excel 2013 Pivot Tables, Certificate, Microsoft Visio 2013, Certificate, Microsoft SharePoint Visitor, Certificate, Microsoft SharePoint Owner, Certificate, HTML5 Beginner, Certificate, HTML5 Advanced, High School, Natural Sciences","training, process improvement, quality assurance, call centers, team leadership, reporting & analysis, management, human resources, service delivery, customer satisfaction","Academy Accreditation - Databricks Lakehouse Platform Essentials, Alteryx Core Certified",
Analytics Engineer | MEng Industrial Engineering (Data Science) | BEng Mechatronics,"City of Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist, Associate BI Engineer I, Junior Consulting Engineer, Associate BI Engineer II, Junior Engineer, Postgraduate Student, Analytics Engineer","impact.com, ITEXACT Limited, Blue Cube Systems, Stellenbosch University, NAKO Group",7,"Stellenbosch University, DF Malan High School","Bachelor of Engineering - BE, Mechatronics, Robotics, and Automation Engineering, Nation Senior Certificate, 90.9%",,,
Machine Learning Engineer,"City of Cape Town, Western Cape, South Africa",South Africa,Computer Software,"Machine Learning Engineer, Data Scientist, Android Developer, Data Scientist (AI/ML), Tutor, Software Developer","Intergreatme, Freelance, Derivco, University of the Witwatersrand, Daikon Logic Pty Ltd, Tiko, Bryanston High, InterGreatMe, ProQuo AI",12,"University of the Witwatersrand, University of the Witwatersrand, University of the Witwatersrand, University of the Witwatersrand","Bachelor of science, Computer Science, Physics, Bachelor of Science with Honours, Computer Science, Master's Degree, Computer Science, Master's Degree, Computer Science","high performance computing, physics, android, c, c#, python, microsoft office, html5, eclipse, sql, c++, raspberry pi, software development, 3d mapping, software engineering, pid, machine learning, machine vision, javascript, problem solving, computer science, artificial intelligence, matlab, algorithms, data structures, programming, java, css","Introduction to Artificial Intelligence, AUTONAVx Autonomous Navigation for Flying Robots, Machine Learning, Simulink for System and Algorithm Modelling",
Driving value delivery at the human-technology interface,"City of Cape Town, Western Cape, South Africa",South Africa,Higher Education,"Technical Lead, Lecturer, Postdoctoral Research Fellow, Data Scientist, Laboratory Demonstrator, Junior Data Scientist, Guest Lecturer, Researcher, AI Solutions Director, Scientific Advisor, Part-time Lecturer, Programme Lead, Data Science Delivery Lead","Cape AI, ITV, BBC, EXPLORE-AI, University of Cape Town,  Research and Innovation, University of Cape Town, Sand Technologies",18,"University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town, University of Cape Town","Bachelor’s Degree, Botany and Zoology, Degree awarded with distinctions in Botany and Zoology, Honours, Zoology/Animal Biology, First-class pass, Master’s Degree, Zoology/Animal Biology, Upgraded to Ph.D., Doctor of Philosophy (Ph.D.), Zoology/Animal Biology, Pass, Bachelor's Degree, Botany and Zoology, Degree awarded with distinctions in Botany and Zoology, Master's Degree, Zoology/Animal Biology, Upgraded to Ph.D.","analytical skills, data collection, data analysis, computer literacy, ecology, communication, stable isotope analysis, editing, public speaking, oral communication, microsoft office, field work, report writing, data entry, technical writing, animal behavior, r, sampling, writing, terrestrial ecology, research, laboratory skills, community outreach, leadership","R Programming A-Z, Machine Learning A-Z, Spatial Data Visualisation and Machine Learning in Python, Interactive Python Dashboards",
Data scientist at Sand Technologies,"Cape Town, Western Cape, South Africa",South Africa,,"Machine Learning Scientist, Course Assistant, Junior Data Scientist, Data Scientist","ExploreAI, Alectio, Rhodes University, Stellenbosch University, Sand Technologies",6,Stellenbosch University,"Master of Science - MSc, Artificial Intelligence",,,
Machine Learning Engineer at Cybarete,"Cape Town, Western Cape, South Africa",South Africa,,"Programming Intern, Machine Learning Architect, Data Scientist, Machine Learning Engineer, Mechanical Engineering Intern","Cognitive Systems, PPC Africa, Cybarete, Disa Vascular, EPCON",9,"Stellenbosch University, Stellenbosch University","Master of Engineering (MEng) (Mechatronic Engineering), Mechatronics, Robotics, and Automation Engineering, cum laude (83%), Bachelor of Engineering - BEng, Mechanical Engineering",,,
Junior DBA at Digioutsource,"City of Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist, Service Desk Engineer, Junior Database Administrator","Smart Office Connexion South Africa, Telkom, DigiOutsource",5,Tshwane University of Technology,"Higher National Diploma, Information Technology",,,
Building in Africa,"City of Cape Town, Western Cape, South Africa",South Africa,Computer Software,"Developer Intern, Senior Data Scientist, Data Scientist, Head of Data Science, Staff Data Scientist","Aerobotics, Praekelt.org",8,University of Cape Town,"Bachelor’s Degree, Electrical and Computer Engineering","python, analytical skills, microsoft office, cloud computing, research, image processing & computer vision, data science, digital electronics, java, deep learning, c/c++, machine learning & data analysis, microsoft excel",Candidate Engineer,
Cloud Support Engineer Intern @ AWS,"City of Cape Town, Western Cape, South Africa",South Africa,,"Cloud Support Associate, Data Scientist, Data Science, Member, Back End software Developer, Computer science and Informatics Tutor","Amazon Web Services (AWS), CodeClause, Global Employment Challenge, Excel@Uni",1,"alx_africa, University of Johannesburg, University of Johannesburg, Dzata Secondary School, University of Johannesburg","Full Stack Software Engineering (Cohort), Software Engineering, Bachelor of Science in Information Technology in Computer Science and Informatics, Bachelor of Science in Informatics Technology in Computer Science and Informatics, Maths and Physics, Bachelor of Science - BS, Computer science and Infomatics",,"Data science, Foundation of Generative AI, Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!, AWS Certified Solutions Architect – Associate, AFRICAN INSIGHTS-15 CRED NQF5, Certificate of Participation - Data Analytics with Artificial Intelligence, Introducing Generative AI with AWS, Artificial Intelligence in the 4IR (SLP)",
Digital Health & Ed Tech Enthusiast | Building Core Customer Relationships through Community & Product Management,"Cape Town, Western Cape, South Africa",South Africa,,"Data Scientist, Data Project Manager, Working Student Data Science, Communication Trainer, Junior Content Manager, Data Manager, Manager of Marketing, Marketing Manager, Technical Sales Manager","MyGermanUniversity, Lingoda GmbH, AUTO1 Group, audEERING GmbH, VITOOLS, GlobalLogic Germany, KRALLMANN AG, Meelogic Consulting AG",8,"Freie Universität Berlin, Technische Universität Berlin, Technische Universität Berlin","Bachelor's degree, Film/Cinema/Video Studies, Master's degree, Language and Communication, Master's degree, Language and Communication",,Career Essentials in Generative AI by Microsoft and LinkedIn,StartUpcycling
Turn your Fintech into the Market Leader | Data Strategy and Analytics | a.k.a. The Crypto Plumber,"City of Cape Town, Western Cape, South Africa",South Africa,Information Technology & Services,"Full Stack Data Engineer, Data Scientist, Head of Data Product, Student Engineer, Chief Executive Officer, Data Product Engineer, Data Analyst, Director, Head of Data, Full Stack Engineer, Product Manager, Co-Founder and Presenter, Founder","CRYPTON, Tellumat, PBT Group, Kauta, AI in Everything, 4D VERITAS C-Corp, FDB Analytics, Thermodynamics Fluids and Design, FDB Consulting, InteCor International - ""Giving you insight - creating foresight"", JUMO",8,"Stellenbosch University, Wynberg Boys' High School, Stellenbosch University, Wynberg Boys' High School, Wynberg Boys'​ High School, Stellenbosch University/Universiteit Stellenbosch","Bachelor of Engineering - BEng, Mechanical Engineering, National Senior Certificate, High School/Secondary Diplomas and Certificates, Academic Honors, Bachelor of Engineering (Hons.), Mechanical Engineering, National Senior Certificate, High School/Secondary Diplomas and Certificates, National Senior Certificate, High School/Secondary Diplomas and Certificates, Bachelor of Engineering (Hons.), Mechanical Engineering",,GDPR Foundations - Data Privacy & Protection,"F1 Racing Lap Time Simulation, ACC Fan Gearbox, Yoghurt Incubator Simulation, Sentiment Analysis, The Effect of Casings on the Performance of an Ocean Current Turbine, The Effect of Casings on the Performance of an Ocean Current Turbine , Pool Playing Robot, The Maze Runner"
